model_year,make,model,price,title,car_condition,cylinders,fuel,odometer,color,car_status,car_transmission,car_type,body_text,image_name,featured_car,on_sale,pct_off
2018,Volkswagen,Tiguan AWD VW SE SUV,16443,2018 Volkswagen Tiguan AWD VW SE SUV,Excellent,4,Gas,56605,White,Clean,Automatic,SUV,"Pure White / Titan Black body: SUV trans: Automatic AD ID: 6E4492A65056A981 engine: 2.0 L 4 Cyl AWD MPG: 21 City /,20852 Description: The following items have been reconditioned on this vehicle: new brakes and all new tires! Keyless Start Rear Spoiler Pure White Titan Black; Perforated V-Tex Leatherette Seating SurfacesThis outstanding example of a 2018 Volkswagen Tiguan SE. This Volkswagen Tiguan SE defines excellence in an SUV. It has the convenience of limitless boundaries paired with city sophistication. This AWD-equipped vehicle will handle beautifully on any terrain and in any weather condition your may find yourself in. The benefits of driving an all vehicle, such as this Volkswagen Tiguan SE, include superior acceleration, improved steering, and increased traction and stability. In addition to being well-cared for, this Volkswagen Tiguan has very low mileage making it a rare find. The 2018 Volkswagen exterior is finished in a breathtaking Pure White, while being complemented by such a gorgeous Titan Black interior. This color combination is stunning and absolutely beautiful! New vehicle pricing may already include applicable manufacturer incentives which may expire at any time & are subject to incentive qualification criteria & requirements. Manufacturer incentive data & vehicle features is provided by third parties & believed to be accurate as of the time of publication.. Vehicles may have unrepaired safety res.",AG2018VolkswagenTiguanAWDAl33.jpg,,,
2018,Audi,Q5 AWD Premium SUV,18991,2018 Audi Q5 AWD Premium SUV,Excellent,4,Gas,57190,White,Clean,Automatic,Sedan,Ibis White / Black body: SUV trans: Automatic AD ID: 969CBD945056A981 engine: 2.0 L 4 Cyl AWD MPG: 23 City /,O2018AudiQ5AWDAllWheelDriv15.jpg,,,
2015,Mercedes,AMG S63,52500,2015 Mercedes AMG S63,Like New,8,Gas,60000,White,Clean,Automatic,Sedan,"2015 Mercedes-Benz AMG S63 is a meticulously maintained 2015 Mercedes-Benz AMG S63, boasting exceptional performance, luxurious amenities, and striking aesthetics. _Upgrades and Features_ - Stage 2 performance tune, unlocking enhanced power and acceleration - 22 aftermarket wheels, adding a touch of elegance and sophistication - Full blacked-out exterior, creating a sleek, aggressive appearance - Luxurious AMG interior, complete with premium leather and advanced infotainment systems _Recent Maintenance and Upgrades_ - Recently invested over in maintenance and upgrades, ensuring the vehicle is in pristine condition - Receipts for all work performed are available upon request, providing transparency and peace of mind for potential buyers _Condition and History_ - Runs and drives perfectly, with no issues or problems - Meticulously maintained, with regular servicing and upkeep - with no accidents or damage reported _Specifications_ - Year: 2015 - Make: Mercedes-Benz - Model: AMG S63 - Engine: 5.5L V8 Biturbo - ;transmission: 7-Speed Automatic - Drive ;type: All- one owner4MATICone owner If you're seeking a high-performance luxury vehicle that combines exceptional power, style, and sophistication, this 2015 Mercedes-Benz AMG S63 is an outstanding opportunity.",SLMercedesAMGS63ZYXWVUTSRQP506.jpg,,,
2015,Honda,CRV EX 4x4,15500,2015 Honda CRV EX 4x4 60k Miles 15500,Excellent,4,Gas,60522,White,Clean,Automatic,SUV,"2015 Honda CRV EX 4x4 60k Miles Lowest miles in the area. Non- smoker car with only 6k original miles in almost new condition, Not even broken in yet, Brakes, Pads and Rotors front and rear are 85%. New tires, 98% tread and recent service to include fresh Oil change with Filter, Air filter, Brake Flush, New Wipers! AC real Cold, the car looks amazing and is in absolutely new shape, Paint looks perfect, very little cosmetic flaws meaning dings only, as reflected in the pictures. Interior looks new shows no wear. Everything runs perfect as it should. Sunroof runs smooth, Easily another 150k miles of life left. Perfect car, drives absolutely amazing. Pictures do not do this car any justice!",GJ2015HondaCRVEX4x460kMiles192.jpg,,,
2021,Toyota,Sienna Electric LE Minivan Passenger,31428,2021 Toyota Sienna Electric LE Minivan Passenger,Excellent,4,Hybrid,62263,White,Clean,Automatic,Minivan,"Super White / Graphite body: Minivan, Passenger trans: Variable AD ID: 9B4C1DFE5056A981 engine: 2.5 L 4 Cyl FWD MPG: 36 City /",F2021ToyotaSiennaElectricL6.jpg,,,
2017,Land Rover,Discovery Si6,17500,2017 Land Rover Discovery Si6,Good,6,Gas,66868,White,Clean,Automatic,SUV,Fuji White with Black interior third row Discovery with 66k miles. 1 owner. All service is up to date and it will pass any state inspection. Clean and clear Virginia title. Clean.,AQ2017LandRoverDiscoverySi643.jpg,,,
2015,Infiniti,Q40 AWD,11599,2015 Infiniti Q40 AWD Low Miles,Excellent,6,Gas,67000,White,Clean,Automatic,Sedan,Please visit our showroom or call for questions or to see the vehicle.Top Features 4WD/AWD Leather Seats Alloy Wheels Rear Camera Bluetooth Technology Satellite Radio Ready Front Seat Heaters Sunroofone ownersone owner Basic Features ABS Brakes Auxiliary Audio Input Power Locks Rear Defroster AM/FM Stereo CD Audio Power Mirrors Side Airbags Air Conditioning Cruise Control Power Seatone ownersone owner Smart Key Automatic Transmission Overhead Airbags Power Windows Traction Control.AWD Active Head Restraints Active Parking System Adaptive Headlights Alloy Wheels Anti-Theft System Approach Lights Auto-dimming Rearview Mirror Automatic Climate Control Bluetooth Braking Assist Bucket Seats Chrome Exhaust Tip Chrome Grille Cruise Control Curtain Airbags Dual Exhaust Dual-Zone Climate Control Electronic Braking System Electronic Traction Control Fog Lights Front Bucket Seats Heated Seats Heated Side Mirrors High-Intensity Headlights Leather Shift Knob Leather Steering Wheel Leather Trimmed Seats Limited Slip Differential Moonroof / Sunroof Moonroof Package Multi-Function Display On Demand 4WD Parking Sensors Power Seats Push-Button Start Radio Data System Rear Headrests Rearview Camera Safety Brake Pedal System Satellite Radio Side Airbags Stability Control Steering Wheel Mounted Controls Tire Pressure Monitoring System usb Audio Input,EJ2015InfinitiQ40AWDLOWMILE140.jpg,,,
2013,Ford,F-550 4x4 Crew Cab Dump Truck,46000,2013 Dump truck Ford F 550. 4x4 crew cab,Excellent,8,Diesel,71818,White,Clean,Automatic,Truck,"Dump Truck, 2013 Ford F 550, 4x4, Crew Cab, 6.7 diesel engine, one owner12 t by 92 inches by 48 inches, dump bedone owner. The truck comes with a 9 t Snow Dogg stainless steel plow, completely functional. Truck chassis and bed don't have any damage, just 2 seasons of snow service, as visible in the pictures. It's ready to work immediately. Speak English or Espaniol.",XIDumptruck2013FordF550.4x4633.jpg,,,
2015,Mercedes,C300 4MATIC,10900,2015 Mercedes C300 4 Matic,Good,4,Gas,81537,White,Rebuilt,Automatic,Sedan,2015 C300 4MATIC one ownerAll one owner 81k miles White exterior Black interior Comfort package Cold weather package Sport package with sport and sport+ mode Heated seats Upgraded 12 touch screen installed has CarPlay AMG grill installed light up Mercedes logo but not connected Black gloss rims comes with two one ownerbrand new front tiresone owner Recent oil change euro synthetic Always 93 octane gas Tinted windows Mercedes roof rack Mercedes roof carrier basket Mercedes weatherproof floor mats Black wrapped top to match the sunroof Wrapped rear and front lights can be removed Mercedes logo lights in doors Rear spoiler Cons- Rear driver window has some scratches.,DC2015MercedesC3004MaticBES107.jpg,,,
2014,Nissan,NV 1500 Cargo V6 transport parts package medical,13000,2014 Nissan NV 1500 Cargo81kauto V6transport partspackagemedical,Good,6,Gas,81998,White,Clean,Automatic,Truck,"2014 Very Low Miles, no issues. Md inspected.. 81k miles. Second owner. Any questions dont hesitate show contact info /. Mr Thomas",CX2014NissanNV1500Cargo81k102.jpg,,,
2019,Chevrolet,Equinox LT SUV 2LT,19995550,2019 Chevrolet Equinox LT SUV w/2LT,Excellent,4,Gas,83000,White,Clean,Automatic,SUV,": Mileage: 83000 | Condition: Used Engine: 2.0L/V4 ;transmission: Automatic 9-Speed Drivetrain: AWD ;Fuel: Gasoline Exterior Color: White Interior Color: Grey Stock#: 909 PREMIUMPLUS There IS not any freight OR destination charges ON any vehicle. Buy OR sell your vehicle here. ..Price excludes OF. IS not responsible for any misprint ON features, equipment, price, and etc.",GC2019ChevroletEquinoxLTSUV185.jpg,,,
2011,F250,xl 4x4 85k miles gas + Plow,13600,2011 f250 xl 4x4 85k miles gas + Plow,Good,8,Gas,85665,White,Clean,Automatic,Pickup,IN good condition automatic A/C 8FT bed 6.2L V8 gas tow pkg clean inside out NO issues everything works clear title IN hand runs drives great fleet maintained super duty western plow low miles ford F250 gasoline / show contact info,FU2011f250xl4x485kmilesgas+177.jpg,,,
2019,Honda,CR-V AWD CRV EX-L SUV,19773,2019 Honda CR-V AWD CRV EX-L SUV,Excellent,4,Gas,88266,White,Clean,Automatic,SUV,"White / White body: SUV trans: Variable AD ID: 61F56A981 engine: 1.5 L 4 Cyl AWD MPG: 27 City /,20852 Description: Moonroof Leather Keeping Assist Keyless Start Rear SpoilerContact today for information on dozens of vehicles like this 2019 Honda CR-V EX-L. Do so much more with one vehicle. This Honda CR-V gives you everything you need an automobile to be. This wonderfully ;Fuel-efficient vehicle offers a supple ride, quick acceleration and superior styling without sacrificing MPGs. Enjoy the grip and control of AWD performance in this nicely equipped Honda CR-V EX-L. Added comfort with contemporary style is the leather interior to heighten the quality and craftsmanship for the Honda CR-V EX-L. New vehicle pricing may already include applicable manufacturer incentives which may expire at any time & are subject to incentive qualification criteria & requirements. Manufacturer incentive data & vehicle features is provided by third parties & believed to be accurate as of the time of publication.. Vehicles may have unrepaired safety res.",GS2019HondaCR-VAWDAllWheelD201.jpg,,,
2016,Nissan,Altima 2.5 S 4D AT,7995,2016 Nissan Altima 2.5 S 4D AT All power Very CleanInspection 88K,Excellent,4,Gas,88636,White,Clean,Automatic,Sedan,".This white Altima is 2.5 S it is 4Door Sedan Has All power options, Very Clean, Back up Camera has 88K miles on it and Comes with both states safety inspections one ownerVA&MDone owner and limited , for more info or to see more pics please us at our after hours .",GB2016NissanAltima2.5S4DATA184.jpg,,,
2018,Buick,Enclave AWD Premium SUV,16498,2018 Buick Enclave AWD Premium SUV,Excellent,6,Gas,94643,White,Clean,Automatic,SUV,Summit White / Dark Galvanized body: SUV trans: Automatic AD ID: 642A6A981 engine: 3.6L 6 Cyl AWD MPG: 17 City /,AM2018BuickEnclaveAWDAllWhe39.jpg,,,
2008,Mazda,323,6250,2008 Mazda 3,Excellent,4,Gas,96000,White,Clean,Automatic,Hatchback,"Drives like new! Low mileage,. Brakes, Fuel Injection, Tires, Radiator all replaced within the last year. Must to see for yourself!",P2008Mazda3ZYXWVUTSRQPONML16.jpg,,,
2012,Ford,E-Series E-150 Cargo Van,20995500,2012 Ford E-Series E-150 Cargo Van,Excellent,8,Gas,96000,White,Clean,Automatic,Van,": Mileage: 96000 | Condition: Used Engine: 4.6L/V8 ;transmission: Automatic 4-Speed Drivetrain: RWD ;Fuel: Gasoline Exterior Color: White Interior Color: Gray Stock#: 815 PREMIUMPLUS There IS not any freight OR destination charges ON any vehicle. Buy OR sell your vehicle here. ..Price excludes OF. IS not responsible for any misprint ON features, equipment, price, and etc.",BF2012FordE-SeriesE-150Carg58.jpg,,,
2010,Subaru,Impreza,7450,2010 Subaru Impreza!,Excellent,4,Gas,99000,White,Clean,Automatic,Hatchback,"2010 Subaru Impreza A perfect ride with $9,9000 miles! In great condition, well-maintained, and built for any adventure. Dont miss out on this reliable, all-wheel-drive gem! Or 703-293-555 today!",CM2010SubaruImprezaZYXWVU91.jpg,,,
2014,Audi,Q7 Premium Plus AWD 3RD ROW SEATS,12299,2014 Audi Q7 Premium Plus AWD 3rd Row Seats,Like New,6,Gas,99000,White,Clean,Automatic,SUV,Please visit our showroom or call for questions or to see the vehicle.[Equipment / Accessories] - Air Conditioning - Power Windows - Power Locks - Power Steering - Tilt Wheel - AM/FM CD/MP3 - Satellite - AM/FM CD/DVD - Immobilizer - Keyless Entry - Alarm - Daytime Running Lights - Dual Front Airbags - Side Airbags - Head Airbags - Rear Head Airbags - Active Seatbelts - All Wheel ABS AWD Adjustable Lumbar Support Alloy Wheels Anti-Theft System Approach Lights Auto-dimming Rearview Mirror Automatic Climate Control Auxiliary Engine Cooler Bluetooth Braking Assist Chrome Grille Connected Car Crash Sensors Cruise Control Curtain Airbags Dual Exhaust Dual-Zone Climate Control Electronic Braking System Electronic Traction Control Fog Lights Front Bucket Seats Heated Seats Heated Side Mirrors High-Intensity Headlights Leather Seats Leather Shift Knob Leather Steering Wheel Lip Rear Spoiler Memorized Seat Settings Memory Card Slot Moonroof / Sunroof Multi-Function Display Navigation System Panoramic Moonroof / Sunroof Parking Sensors Power Liftgate Power Seats Power Telescoping Steering Wheel Premium Sound System Push-Button Start Radio Data System Rear Headrests Rear Privacy Glass Rear Spoiler Rearview Camera Satellite Radio Self-leveling Headlights Side Airbags Silver Roof Rails Split Folding Third Row Seatone ownersone owner Stability Control Steering Wheel Mounted Controls Supercharger Third Row Seating Tire Pressure Monitoring System Turn Signal Mirrors usb Audio Input Video Monitor,FP2014AudiQ7PREMIUMPLUSAWD3172.jpg,,,
2016,Lincoln,MKC SELECT AWD,12599,2016 Lincoln MKC Select AWD,Like New,4,Gas,99000,White,Clean,Automatic,SUV,. SPlease visit our showroom or call for questions or to see the vehicle.[Equipment / Accessories] - Air Conditioning - Power Windows - Power Locks - Power Steering - Tilt Wheel - AM/FM CD/MP3 - Satellite - Sentry Key - Keyless Entry - Alarm - Available - Dual Front Airbags - Side Airbags - Head Airbags - Rear Head Airbags - Active Seatbelts - All Wheel ABS AWD Accident Avoidance Systems Active Suspension Adaptive Headlights Additional Airbags Adjustable Lumbar Support Alloy Wheels Anti-Theft System Approach Lights Auto-dimming Rearview Mirror Automatic Climate Control Automatic Crash Notification Blind Spot Warning Bluetooth Braking Assist Chrome Exhaust Tip Chrome Grille Chrome Roof Rails Climate Package Connected Car Connected Car Integrated Apps Crash Sensors Cruise Control Curtain Airbags Dual Exhaust Dual-Zone Climate Control EcoBoost Electronic Braking System Electronic Messaging Assistance Electronic Traction Control Front Bucket Seats Heated Seats Heated Side Mirrors Heated Steering Wheel High-Intensity Headlights Keyless Entry Leather Seats Leather Steering Wheel Leather Trimmed Seats Limited Slip Differential Memorized Seat Settings Multi-Function Display Navigation System On Demand 4WD Paddle Shifter Parking Sensors Performance Tires Power Liftgate Power Seats Premium Sound Premium Sound System Push-Button Start Radio Data System Real Time Traffic Rear Cooled Seats Rear Cross Traffic Alert Rear Headrests Rear Privacy Glass Rear Spoiler Rearview Camera Remote Engine Start Satellite Radio Select Plus Package Side Airbags Stability Control Steering Wheel Mounted Controls Tire Pressure Monitoring System Turbocharger Turn Signal Mirrors usb Audio Input Voice Activated Commands,ED2016LincolnMKCSELECTAWDZY134.jpg,,,
2019,Ford,Super Duty F-250 SRW 4x4 4WD F250 Truck XL Crew Cab,28928,2019 Ford Super Duty F-250 SRW 4x4 4WD F250 Truck XL Crew Cab,Excellent,8,Gas,106561,White,Clean,Automatic,Truck,Oxford White / Medium Earth Gray body: Crew Cab trans: Automatic AD ID: 9A47A1BA5056A981 engine: 6.2L 8 Cyl 4WD,FG2019FordSuperDutyF-250SRW163.jpg,,,
2017,Gmc,Savana 2500 Extended Cargo Van,25995700,2017 GMC Savana 2500 Extended Cargo Van,Excellent,8,Gas,108000,White,Clean,Automatic,Van,": Mileage: 108000 | Condition: Used Engine: 4.8L/V8 ;transmission: Automatic 6-Speed Drivetrain: RWD ;Fuel: Gasoline Exterior Color: White Interior Color: Gray Stock#: 877 PREMIUMPLUS There IS not any freight OR destination charges ON any vehicle. Buy OR sell your vehicle here. ..Price excludes OF. IS not responsible for any misprint ON features, equipment, price, and etc.",BQ2017GMCSavana2500Extended69.jpg,,,
2013,Ford,Explorer XLT AWD,10999,2013 Ford Explorer XLT AWD Low Miles 3RD ROW SEATS,Like New,6,Gas,112000,White,Clean,Automatic,SUV,Please visit our showroom or call for questions or to see the vehicle.[Equipment / Accessories] - Air Conditioning - Power Windows - Power Locks - Power Steering - Tilt Wheel - AM/FM CD/MP3 - Satellite - AM/FM CD/DVD - Sentry Key - Keyless Entry - Alarm - Available - Dual Front Airbags - Side Airbags - Head Airbags - Rear Head Airbags - Active Seatbelts - All Wheel ABS.Top Features 4WD/AWD Panoramic Sunroof Alloy Wheels Parking Sensors Bluetooth Technology Power Hatch/Deck Lid Cloth Seats Rear Air Conditioning Fold-Away Third Row Rear Camera Front Seat Heaters Satellite Radio Ready Leather Seats Third Row Seat Navigation System Basic Features ABS Brakes CD Audio Power Mirrors Sync System AM/FM Stereo Cruise Control Power Seatone ownersone owner Traction Control Air Conditioning Full Roof Rack Power Windows Automatic Transmission Overhead Airbags Rear Defroster Auxiliary Audio Input Power Locks Side Airbags.AWD Active Parking System Additional Airbags Alloy Shift Knob Alloy Steering Wheel Anti-Theft System Black Roof Rack Bluetooth Braking Assist Chrome Exhaust Tip Connected Car Crash Sensors Cruise Control Curtain Airbags Dual Exhaust Electronic Braking System Electronic Messaging Assistance Electronic Traction Control Fog Lights Front Bucket Seats Halogen Headlights Heated Side Mirrors Keyless Entry Leather Shift Knob Leather Steering Wheel Moonroof / Sunroof Multi-Function Display Myford Touch Technology Package Navigation System Panoramic Moonroof / Sunroof Parking Sensors Power Liftgate Power Seats Rear Air Conditioning Rear Climate Controls Rear Headrests Rear Privacy Glass Rear Spoiler Satellite Radio Side Airbags Simulated Alloy Center Console Split Folding Third Row Seatone ownersone owner Stability Control Steering Wheel Mounted Controls Third Row Seating Tire Pressure Monitoring System Tow Hooks Turn Signal Mirrors usb Audio Input Voice Activated Commands,EO2013FordExplorerXLTAWDLOW145.jpg,,,
2016,Chrysler,Town & Country TOURING L,11399,2016 Chrysler Town & Country Touring L one owner DVD,Like New,6,Gas,116000,White,Clean,Automatic,Minivan,Please visit our showroom or call for questions or to see the vehicle.Top Features Alloy Wheels Quad Seats Anniversary Edition Rear Air Conditioning Blind Spot Monitor Rear Entertainment System Bluetooth Technology Rear Seat Heaters Convenience Package Rear Sunshade Fold-Away Third Row Rear Camera Front Seat Heaters Remote Start Heated Steering Wheel Sunroofone ownersone owner Leather Seats Third Row Seat Parking Sensors Tow Hitch Power Hatch/Deck Lid Basic Features ABS Brakes CD Audio Power Locks Rear Defroster AM/FM Stereo Cruise Control Power Mirrors Side Airbags Air Conditioning Fold-Away Middle Row Power Seatone ownersone owner Smart Key Automatic Transmission Full Roof Rack Power Sliding Doorone ownersone owner Traction Control Auxiliary Audio Input Overhead Airbags Power Windows,FN2016ChryslerTown&CountryT170.jpg,,,
2016,Toyota,Corolla S Sedan,14995400,2016 Toyota Corolla S Sedan,Excellent,4,Gas,116000,White,Clean,Automatic,Sedan,": Mileage: 116000 | Condition: Used Engine: 1.8L/V4 ;transmission: Automatic Drivetrain: FWD ;Fuel: Gasoline Exterior Color: White Interior Color: Black Stock#: 982 PREMIUMPLUS There IS not any freight OR destination charges ON any vehicle. Buy OR sell your vehicle here. ..Price excludes OF. IS not responsible for any misprint ON features, equipment, price, and etc.",DM2016ToyotaCorollaSSedanZY117.jpg,,,
2012,Chevrolet,Express Cargo Van,20995500,2012 Chevrolet Express Cargo Van,Excellent,6,Gas,119000,White,Clean,Automatic,Van,": Mileage: 119000 | Condition: Used Engine: 4.3L/V6 ;transmission: Automatic 4-Speed Drivetrain: RWD ;Fuel: Gasoline Exterior Color: White Interior Color: Gray Stock#: 729 PREMIUMPLUS There IS not any freight OR destination charges ON any vehicle. Buy OR sell your vehicle here. ..Price excludes OF. IS not responsible for any misprint ON features, equipment, price, and etc.",T2012ChevroletExpressCargo20.jpg,,,
2010,Bucket,Truck Ford F-550 Altec 37G,17900,2010 Bucket Truck Ford F-550 Altec 37G,Good,10,Gas,123000,White,Clean,Automatic,Truck,"2010 Ford F-550 with Altec 37G, 45 foot working height. Under CDL Rare enclosed body, tall mast, electronic joystick boom controls, AC, power mirrors, power door locks, No accidents, owner driven, never smoked in. Recently replaced Cummins genset/hydraulic pump has 308 hours. If this ad is active, the truck is still .",ROBucketTruckFordF-550Alte483.jpg,,,
2010,Ford,F-550,17900,Bucket Truck Ford F-550 Altec 37G,Good,10,Gas,123000,White,Clean,Automatic,Truck,"2010 Ford F-550 with Altec 37G, 45 foot working height. Under CDL Rare enclosed body, tall mast, electronic joystick boom controls, AC, power mirrors, power door locks, No accidents, owner driven, never smoked in. Recently replaced Cummins genset/hydraulic pump has 308 hours. If this ad is active, the truck is still .",BUBucketTruckFordF-550Alte73.jpg,,,
2010,Ford,F-550 Altec 37G Bucket Truck,17900,2010 Ford F-550 Altec 37G Bucket Truck,Good,10,Gas,123000,White,Clean,Automatic,Truck,"2010 Ford F-550 with Altec 37G, 45 foot working height. Under CDL Rare enclosed body, tall mast, electronic joystick boom controls, AC, power mirrors, power door locks, No accidents, owner driven, never smoked in. Recently replaced Cummins genset/hydraulic pump has 308 hours. If this ad is active, the truck is still .",AHIBucketTruckFordF-550Alte893.jpg,,,
2016,Toyota,Rav4 limited AWD,15000,2016 Toyota Rav4 limited AWD,Excellent,4,Gas,125699,White,Clean,Automatic,SUV,Toyota RAV4 is one of the most reliable vehicles on today. 4Cyl AWD,QMToyotaRav4limitedAWDZYXWV455.jpg,,,
2011,Chevrolet,Express,15000,2011 Chevrolet Express,Excellent,8,Gas,126000,White,Clean,Automatic,Truck,"Very good work truck runs great and is strong and dependable. Empty $10,000 gross wgt $12,000 axles 2 actual miles 126,000 still have a to go.",VChevroletexpressexpress2022.jpg,,,
2012,Ford,F450 36 Foot Altec AT200A V10 Gas Engine Bucket Lift Truck,27990,2012 Ford F450 36 Foot Altec AT200A V10 Gas Engine Bucket Lift Truck,Excellent,10,Gas,126000,White,Clean,Automatic,Truck,"2012 Ford F450 36' Altec Bucket Truck. Item # $90,411 One owner. Truck has spent its life in the south. No rust. Under CDL. No commercial drivers license needed. 6.8 L V10 Gasoline Engine 126,000 Miles Automatic Transmission Altec AT200A Boom Approximate 36' Working Height Self Leveling Bucket Onan Cummins Commercial Quiet Series 7kw efi Generator. Bucket operates off the generator. There is no need to run the truck engine while in the bucket. 110/220 V Outlets 16,500 gvwr Fiber Utility Body Clean Inside & Out Towing Package AC Strobes Roof Mounted Remote Controlled Flood Light Former one ownerand recentone owner major utility company vehicle meticulously maintained since new. and ask about maintenance details. Engine runs strong. Transmission shifts clean. Runs Great, all routine maintenance has been performed. Ready to be put to work! v10 f550 f-550 cherry picker man lift aerial utility mechanics truck used device work platform lift elevator elevating telescopic boom articulating lifts jib altec versalift",FK2012FordF45036FootAltecA167.jpg,,,
2009,Toyota,Avalon Limited,7999,2009 Toyota Avalon Limited one owner Low Miles,Excellent,6,Gas,127000,White,Clean,Automatic,Sedan,Please visit our showroom or call for questions or to see the vehicle.one owneroil and filter change front brake pad rotor replaceone owner - Air Conditioning - Power Windows - Power Locks - Power Steering - Tilt Wheel - AM/FM - Satellite - AM/FM CD/DVD - Immobilizer - Keyless Entry - Alarm - Daytime Running Lights - Dual Front Airbags - Side Airbags - Head Airbags - Rear Head Airbags - Active Seatbelts - All Wheel ABS.Additional Airbags Adjustable Lumbar Support Anti-Theft System Auto-dimming Rearview Mirror Automatic Climate Control Bluetooth Braking Assist Cooled Seats Cruise Control Curtain Airbags Dual Exhaust Dual-Zone Climate Control Electronic Braking System Electronic Traction Control FWD Fog Lights Front Bucket Seats Full Size Spare Tire Heated Seats Heated Side Mirrors Leather Seats Leather Shift Knob Leather Steering Wheel Memorized Seat Settings Moonroof / Sunroof Multi-Function Display Premium Sound System Push-Button Start Rear Headrests Satellite Radio Self-leveling Headlights Side Airbags Stability Control Steering Wheel Mounted Controls Tire Pressure Monitoring System Turn Signal Mirrors Wood Steering Wheel,EN2009ToyotaAvalonLimitedON144.jpg,,,
2014,Ford,E-Series E-150 Extended Cargo Van,18995500,2014 Ford E-Series E-150 Extended Cargo Van,Excellent,8,Gas,127000,White,Clean,Automatic,Van,": Mileage: 127000 | Condition: Used Engine: 4.6L/V8 ;transmission: Automatic 4-Speed Drivetrain: RWD ;Fuel: Gasoline Exterior Color: White Interior Color: Gray Stock#: 926 PREMIUMPLUS There IS not any freight OR destination charges ON any vehicle. Buy OR sell your vehicle here. ..Price excludes OF. IS not responsible for any misprint ON features, equipment, price, and etc.",GD2014FordE-SeriesE-150Exte186.jpg,,,
2018,Ford,Transit T250,19950,2018 Ford Transit - T250.,Excellent,6,Gas,128146,White,Clean,Automatic,Van,"2018 Ford Transit T250 Your ideal workhorse! Spacious, reliable, and ready for any job. Well-maintained with a Clean Carfax for peace of mind. Get it today your business forward! 55 or and",CO2018FordTransit-T250.ZYXW93.jpg,,,
2016,Chevrolet,Express 2500 Cargo Van w/1WT,21995500,2016 Chevrolet Express 2500 Cargo Van w/1WT,Excellent,8,Gas,132000,White,Clean,Automatic,Van,": Mileage: 132000 | Condition: Used Engine: 4.8L/V8 ;transmission: Automatic 6-Speed Drivetrain: RWD ;Fuel: Gasoline Exterior Color: White Interior Color: Gray Stock#: 769 PREMIUMPLUS There IS not any freight OR destination charges ON any vehicle. Buy OR sell your vehicle here. ..Price excludes OF. IS not responsible for any misprint ON features, equipment, price, and etc. Visit online",BP2016ChevroletExpress2500C68.jpg,,,
2018,Honda,HR-V,13450,2018 Honda HR-V,Excellent,,Gas,134000,White,Clean,Automatic,SUV,"Model: 2018 honda HR-V Mileage: 134,000 Price: excellent driving condition, well kept car, clean interior, sun roof, AWD alloy wheels good gas consumption come AMD IT OR take IT TO your mechanic before you buy IT. For more info",GF2018HondaHR-VZYXWVUTSRQPO188.jpg,,,
2016,Nissan,NV2500 SV,14900,2016 Nissan NV2500 SV,Good,6,Gas,135600,White,Clean,Automatic,Van,"2016 Nissan NV2500 SV Company van , used in an hvac business. Has dealer shelving installed. Used driving and has a rebuilt engine in it. All the bells and whistles of an SV. Good condition on the exterior and interior. In Upper Marlboro,20772",GK2016NISSANNV2500SVZYXWVUT193.jpg,,,
2013,Hyundai,Elantra,4500,2013 hyundai elantra,Excellent,4,Gas,137697,White,Clean,Automatic,Sedan,"Runs perfect, great condition, solid car. ",DG2013hyundaielantraZYXWVUT111.jpg,,,
2015,Subaru,Forester AWD 2.5i Premium 2.5L H4 F DOHC 16V,8992,2015 Subaru Forester AWD 2.5i Premium 2.5L H4 F DOHC 16V,Excellent,,Gas,138092,White,Clean,Automatic,Sedan,"Price: - not including tax and tags Mileage: 138,092 MPG: 24 City / #: $11,737 ;transmission: Automatic Engine: Horizontally Opposed 4 2.5 LI Ext Color: Satin White Pearl Int Color: Tornado Gray Body Style: Wagon Doors: 4 DR Stereo: Radio Data usb Bluetooth Am FM CD aux Sound System",AI2015SubaruForesterAWD2.5i35.jpg,,,
2011,Chevrolet,Silverado 2500HD Work Truck Regular Cab LB,15995550,2011 Chevrolet Silverado 2500HD Work Truck Regular Cab LB,Excellent,8,Gas,142000,White,Clean,Automatic,Pickup,": Mileage: 142000 | Condition: Used Engine: 6.0L/V8 ;transmission: Automatic 6-Speed Drivetrain: RWD ;Fuel: Gasoline Exterior Color: White Interior Color: Black Stock#: 963 PREMIUMPLUS There IS not any freight OR destination charges ON any vehicle. Buy OR sell your vehicle here. ..Price excludes OF. IS not responsible for any misprint ON features, equipment, price, and etc.",DN2011ChevroletSilverado250118.jpg,,,
2021,Nissan,NV200 S,10995,2021 Nissan NV200 S,Good,4,Gas,143133,White,Clean,Automatic,Van,"2021 Nissan NV200 S - Year: 2021 Make:Nissan Model:NV200 Trim:S Mileage:143,133",E2021NissanNV200SZYXWVUTSR5.jpg,,,
2016,BMW,x6M,23600,2016 BMW x6M,Like New,8,Gas,148000,White,Clean,Automatic,SUV,"2016 BMW X6M with only 148k miles It is the cleanest SUV you will find. It runs and drives perfect it's in great condition clean inside and out side Fully loaded with Some options include cold weather package,,, Keyless entry, navigation, lane assist, blind spot detection, backup camera, surround 567BHP all stock",CF2016BMWx6MZYXWVUTSRQPONML84.jpg,,,
